"","video","grp","stim","loc","field.grp.sz","avg.h.bystim","short.beh","sum.beh","prop.beh","mean.def","mean.notdef","stim.mean.propdef","mean.in2m","mean.out2m","stim.mean.prop2m","time.last2m"
"198","1BR2AM","1B","t_call","Non-core",22,0.62075,"D",0,0,4,22,0.153846153846154,12,14,0.461538461538462,NA
"199","1BR2AM","1B","t_scents","Non-core",22,0.854666666666667,"St",20,0.263157894736842,12,13,0.48,16,9,0.64,43
"200","1BR2AM","1B","t_scents","Non-core",22,0.854666666666667,"W/R",20,0.263157894736842,12,13,0.48,16,9,0.64,43
"201","1BR2AM","1B","t_scents","Non-core",22,0.854666666666667,"A",0,0,12,13,0.48,16,9,0.64,43
"202","1BR2AM","1B","t_scents","Non-core",22,0.854666666666667,"V",4,0.0526315789473684,12,13,0.48,16,9,0.64,43
"203","1BR2AM","1B","t_scents","Non-core",22,0.854666666666667,"M",32,0.421052631578947,12,13,0.48,16,9,0.64,43
"204","1BR2AM","1B","t_scents","Non-core",22,0.854666666666667,"D",0,0,12,13,0.48,16,9,0.64,43
"205","1BR2PM","1B","t_intruders",NA,22,1.07142857142857,"St",15,0.118110236220472,10,8,0.555555555555556,6,16,0.272727272727273,51
"206","1BR2PM","1B","t_intruders",NA,22,1.07142857142857,"W/R",42,0.330708661417323,10,8,0.555555555555556,6,16,0.272727272727273,51
"207","1BR2PM","1B","t_intruders",NA,22,1.07142857142857,"A",25,0.196850393700787,10,8,0.555555555555556,6,16,0.272727272727273,51
"208","1BR2PM","1B","t_intruders",NA,22,1.07142857142857,"V",1,0.0078740157480315,10,8,0.555555555555556,6,16,0.272727272727273,51
"209","1BR2PM","1B","t_intruders",NA,22,1.07142857142857,"M",44,0.346456692913386,10,8,0.555555555555556,6,16,0.272727272727273,51
"210","1BR2PM","1B","t_intruders",NA,22,1.07142857142857,"D",0,0,10,8,0.555555555555556,6,16,0.272727272727273,51
"211","1BR3PM","1B","t_intruders","Core",26,0.855714285714286,"St",3,0.0260869565217391,11,4,0.733333333333333,13,8,0.619047619047619,118
"212","1BR3PM","1B","t_intruders","Core",26,0.855714285714286,"W/R",30,0.260869565217391,11,4,0.733333333333333,13,8,0.619047619047619,118
"213","1BR3PM","1B","t_intruders","Core",26,0.855714285714286,"A",33,0.28695652173913,11,4,0.733333333333333,13,8,0.619047619047619,118
"214","1BR3PM","1B","t_intruders","Core",26,0.855714285714286,"V",0,0,11,4,0.733333333333333,13,8,0.619047619047619,118
"215","1BR3PM","1B","t_intruders","Core",26,0.855714285714286,"M",49,0.426086956521739,11,4,0.733333333333333,13,8,0.619047619047619,118
"216","1BR3PM","1B","t_intruders","Core",26,0.855714285714286,"D",0,0,11,4,0.733333333333333,13,8,0.619047619047619,118
"217","1BR4PM","1B","t_intruders","Core",25,0.86,"St",3,0.0202702702702703,17,3,0.85,15,8,0.652173913043478,152
"218","1BR4PM","1B","t_intruders","Core",25,0.86,"W/R",22,0.148648648648649,17,3,0.85,15,8,0.652173913043478,152
"219","1BR4PM","1B","t_intruders","Core",25,0.86,"A",78,0.527027027027027,17,3,0.85,15,8,0.652173913043478,152
"220","1BR4PM","1B","t_intruders","Core",25,0.86,"V",0,0,17,3,0.85,15,8,0.652173913043478,152
"221","1BR4PM","1B","t_intruders","Core",25,0.86,"M",45,0.304054054054054,17,3,0.85,15,8,0.652173913043478,152
"222","1BR4PM","1B","t_intruders","Core",25,0.86,"D",0,0,17,3,0.85,15,8,0.652173913043478,152
